date,open,high,low,close,volume,SMA20,SMA100,Savgol,NoiseSavgol,RSI14,RSI7,
1627084800000,2124.26,2199.5,2105.58,2184.75,633075.18592,,,,,,,
1627171200000,2184.9,2197.41,2105.93,2189.79,535630.27,,,,,,,
1627257600000,2189.82,2433.65,2171.57,2228.08,1393738.163,,,,,,,
1627344000000,2227.81,2319.26,2150.5,2299.49,906359.23478,,,,,,,
1627430400000,2299.47,2345.0,2243.15,2300.9,718202.57727,,,,,,,
1627516800000,2300.9,2400.0,2266.12,2382.92,499364.83496,,,,,,,
1627603200000,2382.93,2471.7,2315.92,2461.81,762577.28797,,,,,,,
1627689600000,2461.77,2553.86,2420.68,2531.05,507601.05026,,,,,,100.0,
1627776000000,2531.1,2697.61,2511.24,2555.69,853495.94078,,,,,,100.0,
1627862400000,2555.5,2666.0,2507.0,2606.93,726701.84952,,,,,,100.0,
1627948800000,2606.92,2632.44,2442.32,2509.04,792960.84375,,,,,,100.0,
1628035200000,2508.51,2772.71,2457.68,2724.78,954590.7536,,,,,,75.76500297088533,
1628121600000,2724.55,2843.98,2529.91,2826.99,1307720.20654,,,,,,81.79264935644672,
1628208000000,2827.01,2946.75,2720.06,2891.58,825399.48637,,,,,,82.5495579007416,
1628294400000,2891.54,3171.0,2865.5,3160.31,1205277.10095,,,,,89.15478445840397,82.40369578112924,
1628380800000,3160.48,3189.99,2949.03,3011.85,966349.70579,,,,,91.60679070565035,87.76986506746628,
1628467200000,3011.84,3186.0,2893.23,3160.52,1129584.61614,,,,,80.70068235054487,72.55520153294268,
1628553600000,3160.51,3233.0,3051.22,3141.66,880675.74443,,,,,81.80213188745171,84.34626739772247,
1628640000000,3141.14,3274.0,3120.27,3160.5,732546.60433,,,,,80.65826514389066,77.73578880136256,
1628726400000,3160.4,3239.0,2979.29,3045.96,737628.45808,,,,,79.72400611620795,74.957719075058,
1628812800000,3046.11,3327.83,3033.8,3322.32,579333.40323,2668.73,,,,71.73743162281845,60.74919927586687,
1628899200000,3322.33,3330.98,3200.0,3263.16,486102.53787,2725.6085,,,,75.51216492452136,61.161864605293985,
1628985600000,3263.16,3320.0,3111.13,3307.09,565579.67765,2779.2769999999996,,,,72.31358300374063,69.74372672564144,
1629072000000,3307.35,3335.0,3135.22,3146.53,635667.05422,2833.2275,,,,72.18532554278254,63.78340762474373,
1629158400000,3147.18,3290.0,2991.89,3011.72,804996.06971,2875.5795,,,,69.42797062140005,50.361603231411245,
1629244800000,3011.73,3125.81,2950.0,3014.55,625103.25568,2911.1205,,,,59.198445874900614,40.575909597648725,
1629331200000,3014.18,3188.0,2958.33,3184.12,634769.92174,2942.702,,,,56.4217921853815,47.68243193388919,
1629417600000,3184.11,3300.0,3177.16,3284.82,558127.4554,2978.8175,,,,59.34441519944802,37.895455978698806,
1629504000000,3284.81,3309.16,3207.0,3223.43,421156.09084,3016.506,,,,54.45541011529462,51.76845199216201,
1629590400000,3223.36,3272.0,3126.42,3238.0,406479.07654,3049.8930000000005,,,,58.07421654378652,43.35884164735019,
1629676800000,3238.0,3377.89,3230.02,3321.28,602103.44614,3081.4465,,,,53.29388157670985,59.45191890383776,
1629763200000,3321.28,3357.85,3147.31,3170.62,540480.07853,3122.0585,,,,57.23958921114998,85.80052736272374,
1629849600000,3170.63,3248.0,3080.0,3226.87,483697.69444,3144.3505000000005,,,,50.36870791920488,63.450367995587456,
1629936000000,3226.88,3250.0,3053.3,3093.2,442298.47372,3164.3445,,,,56.88357545640641,54.57855842347648,
1630022400000,3093.06,3280.0,3060.18,3273.45,451027.80711,3174.4255000000003,,,,40.22008229609521,30.831099195710465,
1630108800000,3273.89,3287.0,3210.31,3244.48,262360.34921,3180.0825,,,,50.39807500367513,54.04247753281179,
1630195200000,3244.75,3285.0,3152.34,3223.47,335806.7827,3191.714,,,,47.54952994497108,50.511783660832755,
1630281600000,3223.47,3347.95,3143.0,3229.64,625347.27541,3194.8615,,,,53.38061091778267,41.432350519437264,
1630368000000,3229.14,3476.0,3188.77,3429.2,863071.13092,3199.2605,,,,60.79538699322315,56.92203039969976,
1630454400000,3429.19,3842.0,3382.22,3826.82,845759.95868,3212.6955,,,,67.19041499108657,67.75977388831345,
1630540800000,3826.82,3836.8,3717.04,3785.82,525165.7996,3251.7385,,,,72.40778188410849,94.00417476426978,
1630627200000,3785.82,4027.88,3705.05,3938.11,655903.75739,3274.9134999999997,,,,68.22613504074504,86.89672057955151,
1630713600000,3938.11,3970.0,3832.5,3885.52,364478.1193,3308.660999999999,,,,74.38681498669214,92.41607044578974,
1630800000000,3885.61,3980.0,3830.0,3950.29,365759.8597,3337.5824999999995,,,,71.53633291647819,88.9794284233953,
1630886400000,3950.28,3970.0,3864.3,3926.77,397768.5783,3377.7704999999996,,,,71.18149796943715,89.69080114118282,
1630972800000,3926.67,3947.15,3005.0,3434.57,1203536.00209,3423.5229999999997,,,,77.84734140107685,83.99677503108815,
1631059200000,3434.84,3560.0,3215.16,3499.0,780611.7657,3444.524,,,,55.7899666596046,26.266684414971493,
1631145600000,3499.01,3567.06,3390.4,3424.93,628553.8831,3460.268,,,,61.76654797666408,33.12426453283123,
1631232000000,3424.94,3514.11,3150.0,3208.86,633026.2659,3467.2734999999993,,,,54.68050920776171,16.744861193913763,
1631318400000,3208.85,3348.37,3200.0,3267.21,413524.1761,3466.5449999999996,,,,49.01346036669806,13.817295146835477,
1631404800000,3267.1,3474.16,3231.1,3404.21,408858.9595,3468.0055,,3652.2756173508933,,51.186884035948424,13.221485182632648,
1631491200000,3404.3,3430.3,3108.49,3285.35,647855.7199,3472.1520000000005,,3617.775809032544,-248.06561735089326,54.42292003425439,24.928031320769193,
1631577600000,3285.09,3437.05,3269.95,3434.37,373634.9026,3477.8885,,3572.4464462219853,-332.4258090325443,46.20001373648146,38.84386494811445,
1631664000000,3434.37,3616.16,3357.78,3613.55,428507.5278,3488.2634999999996,,3518.469691383559,-138.0764462219854,38.06540686182085,45.71060700585368,
1631750400000,3613.55,3676.28,3481.14,3567.98,467985.4919,3514.281,,3490.2782806337914,95.08030861644102,45.16733525962914,60.98569564812229,
1631836800000,3567.97,3594.17,3350.07,3399.81,398888.3705,3529.0074999999997,,3470.3075383312494,77.70171936620864,38.955497335330584,76.09959591848597,
1631923200000,3399.89,3541.96,3368.88,3435.64,315162.7627,3536.774,,3427.3063504438114,-70.49753833124942,36.441846572986975,58.31035347204812,
1632009600000,3435.64,3456.53,3277.74,3328.62,312948.0013,3547.3825000000006,,3388.1498462411664,8.333649556188448,35.39809450311246,52.25586035628668,
1632096000000,3328.57,3347.82,2913.39,2977.28,917939.57849,3552.3315000000002,,3345.693220337493,-59.529846241166524,33.796735237868205,53.15936272433885,
1632182400000,2977.32,3105.83,2652.0,2765.9,971519.88941,3529.7355000000002,,3291.519562313867,-368.41322033749293,36.58902815984422,24.237129555523012,
1632268800000,2766.72,3088.88,2737.54,3076.92,677457.64825,3476.6895000000004,,3196.926161369386,-525.6195623138669,30.206387091896787,3.897488333641533,
1632355200000,3076.92,3174.5,3033.85,3152.5,459293.8858,3441.2445,,3126.722925306598,-120.00616136938606,41.66965880094408,29.275971504777345,
1632441600000,3152.41,3158.52,2733.0,2928.53,932090.8856,3401.964,,3106.3233753396817,25.777074693402028,48.553625687772026,38.678044626752246,
1632528000000,2928.22,2967.52,2801.57,2921.73,491974.0226,3354.1145000000006,,3099.747451820534,-177.79337533968146,41.98936582873687,30.195811951792933,
1632614400000,2921.84,3115.51,2738.17,3059.37,703594.478,3302.6865,,3085.792632892562,-178.017451820534,37.83913214433343,32.76021320407766,
1632700800000,3059.36,3164.94,2922.71,2925.59,510130.7319,3259.3165,,3064.5297673930913,-26.42263289256198,44.357609412140704,54.247250075021455,
1632787200000,2924.76,2970.82,2789.0,2804.91,511325.4643,3233.8675000000003,,3052.5353852837625,-138.9397673930912,37.19908618815668,58.98356192126375,
1632873600000,2805.15,2950.0,2782.0,2850.45,411305.0893,3199.1630000000005,,3012.1620655150687,-247.62538528376263,29.037526311969216,30.52759682153338,
1632960000000,2850.45,3048.42,2837.19,3000.61,506896.7612,3170.439,,2967.395547596781,-161.71206551506884,31.399092676604013,27.40533504884725,
1633046400000,3000.62,3330.0,2969.07,3309.91,648714.6151,3160.0265,,2925.1513852028015,33.214452403219184,39.55378544438281,56.0612176252943,
1633132800000,3309.91,3469.0,3257.0,3387.76,422551.1811,3162.1615000000006,,2906.0327007768014,384.75861479719833,47.12184267996209,71.63526920075799,
1633219200000,3387.77,3488.0,3342.51,3417.73,360586.8905,3161.3390000000004,,2948.0630660485617,481.72729922319877,51.37213230380876,69.60982192975123,
1633305600000,3417.73,3437.19,3270.0,3386.31,485204.642,3167.958000000001,,2994.9390438519667,469.6669339514383,62.01006724219734,83.54737559645532,
1633392000000,3386.31,3545.0,3363.78,3515.27,393900.8818,3165.5550000000003,,3047.52641747986,391.3709561480332,68.75812566895041,95.1229355519682,
1633478400000,3515.48,3632.11,3342.0,3574.89,618265.5402,3160.641,,3128.623291373536,467.7435825201401,64.89314714775931,95.68204930874309,
1633564800000,3574.88,3653.98,3470.8,3587.47,486102.3591,3160.9865,,3226.345650811088,446.2667086264637,64.50824007858816,95.06843294826719,
1633651200000,3587.47,3695.0,3532.0,3563.13,403597.1437,3170.3695,,3320.8080603304957,361.12434918891176,76.4783412360363,90.76968272620445,
1633737600000,3563.13,3635.0,3538.07,3574.82,361906.7514,3176.7439999999997,,3423.399756593102,242.32193966950445,75.41526659481393,80.56397922548716,
1633824000000,3574.83,3604.0,3405.0,3414.22,580223.6302,3189.0539999999996,,3510.66987916642,151.42024340689795,72.68925688226855,79.24127917799046,
1633910400000,3414.22,3623.8,3371.0,3542.12,493521.882,3210.901,,3560.1335087226153,-96.44987916642003,71.01254827084998,53.50813243168504,
1633996800000,3542.12,3547.11,3403.21,3491.46,409377.1918,3249.712,,3590.126604404886,-18.01350872261537,81.50658586411151,53.38391349280366,
1634083200000,3491.43,3613.0,3412.7,3607.42,393463.1222,3270.439,,3618.2459269118917,-98.66660440488613,77.27586060167653,39.24233437346882,
1634169600000,3607.41,3824.0,3586.04,3790.82,481894.1473,3293.185,,3626.9019648742456,-10.825926911891656,76.59464434412938,52.030947775628654,
1634256000000,3790.82,3907.77,3734.1,3868.99,504321.732,3336.2995,,3641.784457844136,163.9180351257546,73.69131484309572,67.50895864413035,
1634342400000,3868.38,3971.0,3803.56,3829.96,373727.8549,3383.6625,,3686.26293106562,227.2055421558639,73.6996070010933,70.52282018724969,
1634428800000,3829.96,3919.19,3640.0,3846.85,368898.9831,3422.192,,3745.502776564638,143.69706893438024,70.12193336131912,84.92908993144245,
1634515200000,3847.0,3893.14,3676.0,3744.96,401819.9734,3468.2549999999997,,3773.6614000413274,101.34722343536168,72.80352545058429,81.47321889653183,
1634601600000,3744.96,3886.89,3732.0,3877.03,341268.3723,3515.2575000000006,,3775.991236292166,-28.70140004132736,61.68632279466386,73.67654201068483,
1634688000000,3876.98,4169.0,3828.05,4161.15,537383.09732,3566.5865,,3787.081292465578,101.03876370783428,64.31698857067043,74.44555263396504,
1634774400000,4161.37,4375.0,4013.13,4052.99,798566.55805,3624.6134999999995,,3824.2921284017198,374.0687075344217,71.62023637240715,78.3921370194888,
1634860800000,4053.0,4167.41,3888.0,3972.2,463222.5428,3661.7674999999995,,3857.8332758313845,228.69787159828002,67.3642718391538,63.48657206520466,
1634947200000,3972.19,4172.0,3937.51,4167.12,326576.9601,3690.9894999999997,,3883.721965539304,114.36672416861529,63.42826633505447,59.82428997679301,
1635033600000,4167.13,4186.57,3961.5,4082.33,350115.8386,3728.459,,3931.166159085048,283.3980344606957,74.86525403577376,67.75431010588171,
1635120000000,4082.33,4236.0,4067.71,4220.37,347438.6534,3763.2599999999993,,3992.916643701213,151.16384091495183,68.36387123092092,69.06368311013166,
1635206400000,4220.36,4297.0,4090.21,4131.52,414498.1599,3798.5149999999994,,4057.0194369887427,227.45335629878673,73.38903756184904,69.2710087335264,
1635292800000,4131.52,4307.0,3909.0,3922.0,704604.25,3826.3464999999997,,4104.325637206282,74.50056301125778,67.11492240973931,47.87003091079008,
1635379200000,3921.99,4295.0,3890.17,4286.02,626378.5055,3843.0729999999994,,4121.05722961362,-182.3256372062824,54.21193907169094,41.78138058249993,
1635465600000,4286.01,4460.47,4265.97,4418.89,559231.07691,3879.2175,,4142.53351573947,164.96277038638073,61.313337927068154,64.52682059733,
1635552000000,4418.89,4434.06,4232.2,4322.68,340223.069,3921.421,,4199.520231262289,276.3564842605301,65.20266607466456,62.36482039898243,
1635638400000,4322.68,4399.14,4164.35,4287.21,412856.2893,3966.844,,4245.419445986316,123.1597687377116,61.79987600743957,61.673028916669104,
1635724800000,4287.48,4386.58,4146.3,4319.43,417620.7073,4004.098500000001,3330.193700000001,4269.9171559896295,41.790554013684414,63.90505838970577,53.60541135348567,
