date,open,high,low,close,volume,SMA10,SMA50,RSI7,
1658937600000,21530.86,21713.69,21461.58,21533.89,12132.17506,21356.57,21274.569199999998,77.69264702467991,
1658941200000,21530.71,21740.0,21455.25,21620.55,10582.73766,21384.321000000004,21267.518599999996,78.72146970368117,
1658944800000,21618.72,22700.0,21617.24,22554.45,36035.16959,21411.639999999996,21262.0138,99.06611878968995,
1658948400000,22554.45,23112.63,22554.45,22773.62,23590.65654,21531.552000000003,21274.0588,99.664012364345,
1658952000000,22773.62,22913.83,22667.36,22776.58,9393.14547,21679.682999999997,21292.268799999998,99.69644537534529,
1658955600000,22776.58,22792.14,22576.0,22677.84,4814.8353,21828.591000000004,21311.3148,100.0,
1658959200000,22675.53,22960.0,22647.72,22873.39,10530.14452,21976.352,21327.068199999998,92.65578745369878,
1658962800000,22875.97,22997.17,22805.58,22952.45,6600.09558,22126.498,21341.177799999998,93.57571341201569,
1658966400000,22954.31,23062.9,22751.95,22785.32,8680.36864,22275.352999999996,21359.7228,93.54378898638656,
1658970000000,22785.34,22801.81,22717.27,22775.69,4752.47938,22407.895,21382.261599999998,65.13683271921413,
1658973600000,22775.69,23460.58,22701.44,23282.54,13907.93643,22532.378000000004,21411.557399999998,50.18713725206571,
1658977200000,23282.54,23322.49,23096.88,23133.45,7936.60924,22707.243000000002,21457.270199999995,73.93468059339975,
1658980800000,23133.45,23196.09,23056.99,23066.63,5726.45987,22858.533000000003,21498.405199999994,70.57282965023339,
1658984400000,23067.86,23257.11,23032.0,23242.79,6100.0422,22909.751,21538.301599999995,59.87349015921031,
1658988000000,23242.79,23273.81,23047.79,23124.86,6007.96594,22956.668,21580.326799999995,63.4956492637215,
1658991600000,23122.37,23125.77,22887.0,22925.1,7445.48706,22991.496000000003,21620.2858,66.53904606032265,
1658995200000,22925.1,23028.68,22871.06,22965.67,5635.01293,23016.222000000005,21655.8872,56.140422978604455,
1658998800000,22963.68,23008.58,22816.26,22978.45,6648.09149,23025.45,21693.615199999997,28.88462409872976,
1659002400000,22978.45,23100.0,22911.0,22979.17,5715.11657,23028.05,21731.846999999998,37.37826129442046,
1659006000000,22981.61,23138.28,22956.32,23114.52,6942.50912,23047.435000000005,21770.124399999993,42.01890786976178,
1659009600000,23116.19,23200.0,22582.13,23034.04,18926.69019,23081.317999999996,21810.007599999997,37.35284257853332,
1659013200000,23034.04,23268.29,22766.08,22852.26,17953.04799,23056.468,21849.171599999998,40.331303496146255,
1659016800000,22854.38,23140.18,22736.79,23130.78,13265.73961,23028.349,21884.412399999997,41.93676939426148,
1659020400000,23130.78,23992.0,23109.59,23745.57,23857.12331,23034.764,21926.3618,61.97091193828571,
1659024000000,23747.85,23944.84,23662.52,23764.13,13529.34211,23085.042,21982.3288,79.69558081199085,
1659027600000,23762.71,24106.96,23747.55,23999.83,13261.0261,23148.969000000005,22038.622799999997,79.97220270641776,
1659031200000,23999.83,24007.49,23711.73,23800.53,9939.40194,23256.442000000003,22103.6832,81.39775717639708,
1659034800000,23801.67,23894.28,23675.34,23794.26,7727.54518,23339.928,22160.945599999995,75.07081411703116,
1659038400000,23792.1,24199.72,23784.26,24025.88,13563.19444,23421.509,22218.4436,84.80792822619964,
1659042000000,24025.88,24158.21,23836.09,23927.69,6483.2603,23526.18,22280.846999999998,84.26246325330706,
1659045600000,23927.69,23988.32,23803.87,23961.92,6267.34083,23607.497,22341.089399999993,61.53183729294341,
1659049200000,23961.92,23981.74,23711.0,23842.93,5757.28323,23700.284999999996,22400.647999999997,62.28036408339615,
1659052800000,23845.25,23947.73,23701.0,23880.6,8369.44988,23799.352000000003,22458.650199999996,38.60731919837351,
1659056400000,23882.01,23897.63,23744.35,23848.14,5923.69807,23874.334,22514.0556,57.59720667210654,
1659060000000,23848.14,23911.21,23730.76,23780.39,6301.65873,23884.590999999997,22565.925,54.870200303709694,
1659063600000,23780.39,23934.47,23755.78,23912.85,5084.94534,23886.216999999997,22617.3702,18.469521436460823,
1659067200000,23912.7,24037.56,23882.95,24013.87,5859.46778,23877.519000000004,22672.4798,48.24818207573893,
1659070800000,24013.87,24112.0,23864.18,23987.26,6995.74118,23898.853,22729.023200000003,55.29723666768648,
1659074400000,23987.47,24442.66,23900.0,23940.35,10168.82987,23918.153,22787.231200000006,68.13327637761628,
1659078000000,23940.35,23994.72,23820.27,23943.26,7493.81217,23909.600000000002,22843.863800000006,57.336509417745155,
1659081600000,23941.63,23983.99,23778.42,23927.08,7807.60157,23911.157,22897.784000000007,62.59333792299939,
1659085200000,23927.08,24094.93,23860.0,24062.55,6872.39441,23907.673000000003,22951.198000000008,72.4922567389377,
1659088800000,24064.41,24131.54,23979.32,24006.04,6626.63608,23929.635000000002,23005.501800000005,72.74384685505972,
1659092400000,24007.1,24024.91,23530.96,23720.56,11790.92593,23942.179,23058.516000000007,48.62433676517124,
1659096000000,23718.71,23752.22,23434.38,23512.45,12128.77339,23929.421,23107.081000000006,25.462775549258353,
1659099600000,23510.89,23761.22,23414.03,23695.41,13779.31648,23902.627,23151.580000000005,19.637839525444733,
1659103200000,23695.41,24222.0,23661.51,24036.61,18398.06806,23880.883,23201.4836,35.99258514089357,
1659106800000,24034.81,24071.04,23870.59,24010.74,9973.6523,23883.157,23254.777199999997,54.527043224521144,
1659110400000,24012.76,24024.8,23606.18,23845.48,11932.68299,23885.504999999997,23305.714,47.64527828529366,
1659114000000,23845.48,23867.2,23625.69,23777.89,6958.12124,23876.018000000004,23353.425600000002,43.35914234663485,
1659117600000,23775.26,24051.22,23736.27,23929.72,8740.03293,23859.481,23398.366199999997,52.892561983470976,
1659121200000,23929.72,23963.72,23750.0,23895.13,6515.40957,23859.745,23446.282799999997,72.32082678049872,
1659124800000,23895.14,23977.86,23798.03,23941.24,5728.61072,23843.003,23491.774399999995,62.69934125187579,
1659128400000,23941.24,23994.44,23702.52,23819.41,3741.62847,23836.523,23519.5102,40.293129770992536,
1659132000000,23819.41,23970.73,23745.61,23942.89,4256.80017,23846.408000000003,23540.425999999996,33.70855400963883,
1659135600000,23942.89,24138.69,23700.0,23773.75,6850.2489,23889.452,23563.7522,58.92965183433246,
1659139200000,23777.28,23943.64,23747.02,23919.79,5483.30572,23897.286,23585.6704,49.68005193359923,
1659142800000,23919.79,23968.9,23674.14,23917.35,6939.42081,23885.604,23606.5984,49.22565854115003,
1659146400000,23917.35,23927.59,23744.0,23835.07,5116.74159,23876.265000000003,23625.8964,51.82418231971606,
1659150000000,23835.07,23855.25,23742.81,23801.35,3826.43586,23875.224000000006,23646.891400000008,41.772446180313274,
1659153600000,23802.8,23823.87,23650.0,23739.21,5195.0139,23877.570000000003,23667.40460000001,48.37910608508335,
1659157200000,23740.91,23797.81,23711.1,23793.25,3249.84162,23858.519,23676.538000000004,29.457802162336677,
1659160800000,23793.25,23849.24,23753.24,23812.12,3895.71093,23848.331000000002,23689.734000000004,52.5613408290863,
1659164400000,23812.12,23914.0,23807.86,23880.76,3885.09807,23835.419,23704.64380000001,28.762475837310888,
1659168000000,23878.58,23955.0,23828.0,23895.01,5437.10537,23841.554,23717.403200000008,44.277268603960046,
1659171600000,23895.01,23958.9,23835.51,23916.88,5040.53543,23836.766,23732.806200000003,61.908924739727944,
1659175200000,23915.1,23935.0,23732.56,23809.94,6985.32553,23851.079,23752.6418,74.08781952379005,
1659178800000,23809.94,24073.05,23807.84,23956.38,6286.31038,23840.094,23769.527199999997,62.42577562278179,
1659182400000,23956.38,24390.0,23916.97,24377.5,10709.60229,23843.997000000003,23789.085799999997,71.63470464974385,
1659186000000,24377.5,24668.0,24330.0,24490.53,13601.01245,23898.239999999998,23817.052399999993,86.27672407155487,
1659189600000,24491.73,24588.36,24335.0,24352.53,7452.69389,23967.158,23844.572599999992,87.01632975171472,
1659193200000,24349.83,24608.68,24347.3,24529.1,7155.61324,24028.489999999998,23870.942399999993,74.14608401942147,
1659196800000,24526.57,24583.57,24450.2,24577.29,5652.75125,24102.075,23904.479199999994,77.77515651937193,
1659200400000,24574.07,24593.02,24450.16,24492.24,4947.18685,24178.592,23933.4094,86.7733742272488,
1659204000000,24494.36,24567.89,24466.12,24511.94,3586.39278,24239.739999999998,23948.3428,77.28522546743254,
1659207600000,24513.6,24517.73,23862.0,23920.65,9914.6789,24301.433,23963.299,61.578874840665534,
1659211200000,23923.74,24078.94,23808.76,23963.03,8368.64278,24301.81,23961.715399999997,23.088401964488114,
1659214800000,23963.03,24005.0,23836.46,23860.51,3719.15997,24317.119,23964.965399999997,29.780518698477806,
1659218400000,23860.51,23863.12,23502.25,23700.98,9444.71013,24307.532,23966.290399999994,12.402010954528322,
1659222000000,23699.58,23738.65,23545.98,23643.51,5166.84237,24239.88,23959.79239999999,6.205083610702474,
1659225600000,23644.64,23782.0,23520.0,23747.03,6065.24324,24155.178000000004,23954.108799999998,6.380988600971847,
1659229200000,23745.67,23839.99,23680.0,23727.73,4637.94997,24094.628000000004,23949.810999999998,13.807004760057012,
1659232800000,23725.36,23886.92,23720.49,23794.81,4083.09444,24014.491,23947.506999999998,30.09985146063677,
1659236400000,23794.81,23814.0,23682.26,23737.4,3661.13111,23936.243000000002,23945.791199999996,33.48906599662392,
1659240000000,23739.41,23832.34,23735.9,23802.86,3272.68391,23860.759,23943.576399999998,36.742693459111734,
1659243600000,23801.3,23842.2,23701.23,23710.66,3517.80186,23789.851000000002,23944.0258,63.75864304235098,
1659247200000,23710.67,23801.21,23706.07,23775.82,3391.36083,23768.852,23939.981999999996,58.29073758550032,
1659250800000,23777.3,23815.0,23670.0,23713.1,4605.82599,23750.131,23935.220999999998,53.926515916096236,
1659254400000,23713.1,23747.0,23574.96,23596.18,4803.60455,23735.390000000003,23929.737800000003,48.21598419627821,
1659258000000,23595.17,23755.28,23558.21,23752.27,4350.28042,23724.909999999996,23922.8544,28.40367930067177,
1659261600000,23752.26,23850.0,23705.52,23825.63,4574.80597,23735.786,23919.034600000003,51.331125234983354,
1659265200000,23825.62,23860.0,23745.69,23801.07,5080.87403,23743.646,23917.0056,52.009886132933225,
1659268800000,23802.56,23861.83,23741.05,23810.34,4429.86177,23750.980000000003,23911.776,59.062568914015316,
1659272400000,23810.34,23826.6,23666.83,23711.24,4545.30809,23752.533,23907.862,53.896866251241796,
1659276000000,23712.12,23833.45,23605.21,23720.86,5894.23142,23749.916999999998,23907.675600000002,49.805967035260075,
1659279600000,23721.79,23789.79,23648.05,23774.97,4365.21241,23741.716999999997,23911.843800000002,66.75806451612908,
1659283200000,23774.97,23820.67,23707.11,23768.3,5029.81772,23748.148,23913.435000000005,54.20339234130818,
1659286800000,23768.3,23787.32,23700.0,23736.21,3731.52084,23747.396,23908.06880000001,35.9022279053752,
1659290400000,23738.0,24194.82,23400.0,23746.77,18369.43138,23749.706999999995,23902.578200000007,34.62012709854871,
1659294000000,23748.65,23982.89,23700.37,23845.88,6209.96199,23764.765999999996,23900.604000000003,35.017676172519614,
1659297600000,23843.69,23892.43,23772.75,23797.15,3908.90949,23774.126999999997,23901.963800000005,81.73076923076857,
1659301200000,23797.22,23827.25,23531.61,23589.58,3905.49024,23771.279,23899.3124,65.18088112389057,
1659304800000,23591.06,23593.45,23227.31,23377.48,9707.91071,23750.129999999997,23893.2014,27.097077063721756,
1659308400000,23379.82,23469.0,23266.6,23293.32,5601.01245,23706.844000000005,23881.926199999998,17.97397403959637,
1659312000000,23296.36,23394.97,23257.37,23374.96,5110.59195,23665.052,23871.4044,16.560711535267416,
1659315600000,23376.65,23443.38,23323.52,23418.8,3835.70981,23630.462000000007,23860.045799999996,24.648511543549063,
1659319200000,23418.8,23466.55,23371.23,23420.08,3510.57616,23594.845,23852.9468,18.50628281517305,
1659322800000,23420.08,23436.83,23313.38,23375.62,3051.2377,23560.022999999997,23842.952600000004,20.10180941657832,
1659326400000,23376.59,23417.76,23344.65,23392.4,3465.72905,23523.963999999996,23832.118000000006,27.11559852827932,
1659330000000,23390.9,23425.0,23273.06,23327.47,3863.3391,23488.527,23823.264600000006,52.7410346854794,
1659333600000,23329.99,23346.42,23150.0,23223.77,5533.32447,23436.685999999998,23813.787,56.750879690032896,
1659337200000,23223.77,23347.96,23112.0,23322.05,6019.41952,23379.347999999998,23803.4782,22.509909451253904,
1659340800000,23323.26,23379.0,23271.22,23287.76,4974.95267,23352.594999999998,23794.0542,35.3155450323289,
1659344400000,23287.76,23377.64,23260.5,23311.76,4170.2279,23343.623,23783.567000000003,31.74594415627398,
1659348000000,23311.76,23319.84,22974.68,23037.35,8472.47166,23345.466999999997,23772.186999999998,40.66319667816832,
1659351600000,23037.35,23294.4,22939.57,23227.79,7965.41797,23311.706,23755.033799999997,20.393255616150284,
1659355200000,23227.79,23318.15,23120.0,23140.09,6089.25018,23292.605000000003,23741.252,43.12665489849956,
1659358800000,23140.09,23325.22,22961.6,23244.83,10724.83434,23264.606000000003,23727.855,44.099729241877256,
1659362400000,23242.59,23509.68,23209.6,23437.41,12553.21721,23251.527000000002,23713.624,44.60437686911338,
1659366000000,23437.41,23467.58,23280.23,23326.73,6303.50388,23256.028,23694.8222,58.56248641102229,
1659369600000,23325.19,23355.0,23137.34,23198.94,7588.78912,23255.954000000005,23671.5462,50.77924105980954,
1659373200000,23198.94,23211.95,22876.74,22963.69,9230.2931,23253.471,23648.4744,59.92652930841715,
1659376800000,22963.75,22996.82,22850.0,22953.36,6159.31354,23217.635000000002,23617.166199999996,34.62281947970271,
1659380400000,22953.39,23040.94,22872.27,22953.59,5353.52798,23184.195,23584.687599999997,38.05111534868246,
1659384000000,22955.37,23131.61,22915.84,23118.88,4668.42952,23148.378,23553.9146,28.485949827142775,
1659387600000,23115.91,23132.37,22981.8,23019.09,2774.4024,23156.531000000003,23526.053399999997,25.481472358637333,
1659391200000,23019.09,23195.0,22908.45,23164.79,5491.07472,23135.661,23508.022200000003,25.915951650278757,
1659394800000,23166.1,23417.11,23164.59,23268.01,7300.52824,23138.131,23492.0574,47.399442574513934,
1659398400000,23266.9,23447.62,23160.02,23187.65,6217.40017,23140.449,23480.207400000003,79.00716791215505,
1659402000000,23187.65,23245.0,22944.0,22997.14,5332.19631,23115.473,23469.940799999997,69.70181133217866,
1659405600000,22997.14,23080.37,22824.77,22912.95,6362.84295,23082.514000000003,23457.013399999993,52.77434479595343,
1659409200000,22912.95,22922.29,22780.0,22853.11,5949.36117,23053.915,23440.331799999993,35.3695099251175,
1659412800000,22851.34,22900.93,22750.0,22862.28,5073.96401,23042.857,23422.839399999993,37.49811695941668,
1659416400000,22860.83,22909.0,22834.56,22852.71,3872.99055,23033.749000000003,23404.188799999993,21.31464658916292,
1659420000000,22852.71,22937.5,22850.5,22874.63,3754.29164,23023.661,23386.494999999995,2.1146573194351106,
1659423600000,22873.35,22920.0,22715.61,22887.8,6855.66267,22999.235999999997,23367.9304,8.286247334754819,
1659427200000,22889.62,22910.34,22783.0,22809.74,4915.01711,22986.107,23351.473199999997,22.369352067117703,
1659430800000,22809.74,22845.0,22654.37,22711.08,6028.10289,22950.602,23332.151599999997,23.084545976111883,
1659434400000,22711.68,22868.0,22673.84,22858.17,5513.08462,22894.908999999996,23312.111199999996,19.19757102580752,
1659438000000,22858.17,22973.08,22836.0,22882.61,6118.62975,22861.961,23297.350999999995,49.442288381686346,
1659441600000,22882.61,22910.35,22666.05,22735.46,6508.09848,22850.507999999994,23279.957799999996,53.899932175092836,
1659445200000,22737.06,22887.43,22700.0,22799.96,9008.03806,22832.759,23258.154399999996,36.31751774583608,
1659448800000,22799.96,23151.24,22670.0,23025.61,16571.4317,22827.443999999996,23238.132199999996,42.15574209680295,
1659452400000,23025.61,23109.1,22806.52,22979.5,9314.7855,22843.776999999995,23222.437599999997,65.25604602185179,
1659456000000,22977.78,23459.89,22946.73,23378.71,12556.45112,22856.456,23207.802799999998,70.49195346138558,
1659459600000,23380.12,23442.9,23149.3,23186.84,8193.26662,22906.863999999998,23200.9598,78.69380195356416,
1659463200000,23186.84,23282.33,22961.59,22981.11,7280.98943,22936.768,23189.197200000002,64.15694887807234,
1659466800000,22982.89,23100.0,22870.1,22951.21,6473.98442,22953.905,23173.4534,60.8400187102298,
1659470400000,22951.21,23063.6,22910.0,23030.58,4755.40242,22977.917999999998,23157.753399999998,56.884575819093826,
1659474000000,23028.83,23146.67,22943.29,23093.38,2931.755,22995.158999999996,23143.4296,50.26097732595392,
1659477600000,23093.02,23148.6,23024.36,23100.92,4107.3569,23016.235999999997,23128.3796,55.87688877879618,
1659481200000,23100.92,23134.99,22927.61,22987.79,4378.17876,23052.781999999996,23114.454999999994,25.936834081183505,
1659484800000,22985.93,23079.39,22727.0,22793.56,7221.49504,23071.565,23102.419199999993,30.03390374546109,
1659488400000,22793.57,22836.0,22681.22,22801.57,5420.13145,23048.36,23090.740799999996,30.743166930201014,
1659492000000,22803.27,22857.0,22725.5,22776.69,5036.01789,23030.567000000003,23080.905799999997,33.91244517072319,
1659495600000,22776.69,22882.4,22758.3,22862.72,4117.03166,22970.365,23068.940399999996,19.08229620789504,
1659499200000,22863.65,22901.94,22822.4,22831.56,3692.98097,22937.953,23057.818799999994,23.41524134433614,
1659502800000,22831.56,22962.72,22802.0,22916.75,4041.26715,22922.998,23046.0484,20.557887373207663,
1659506400000,22915.59,23074.86,22913.66,23043.44,4545.00541,22919.552000000003,23036.871,41.72991850989513,
1659510000000,23044.99,23055.0,22954.0,22989.96,4049.44896,22920.838,23029.891799999998,84.5176262570447,
1659513600000,22989.16,23300.0,22987.46,23294.8,7411.06418,22910.496,23023.141599999995,73.11930883832797,
1659517200000,23293.27,23400.0,23286.24,23383.55,7002.52079,22929.884,23024.562199999997,87.68675715387197,
1659520800000,23385.48,23453.35,23326.43,23410.54,6486.94851,22969.46,23025.792199999996,87.73528857718338,
1659524400000,23410.53,23471.5,23291.07,23402.83,6659.78507,23031.157999999996,23028.247799999997,92.20339971426077,
1659528000000,23405.14,23647.68,23239.34,23264.69,11639.40093,23091.283999999996,23030.069199999998,89.94346382671026,
1659531600000,23263.57,23400.0,23229.28,23341.12,8255.89325,23140.083999999995,23034.615999999995,67.84533238695929,
1659535200000,23341.12,23430.19,23207.29,23301.49,8271.14791,23187.924,23036.882599999997,77.31232305634178,
1659538800000,23300.01,23404.99,23257.95,23352.76,5894.84599,23234.916999999998,23040.1106,50.885740765259136,
1659542400000,23352.76,23528.17,23256.87,23440.93,6719.64849,23278.518,23042.2692,45.4743216626979,
1659546000000,23440.93,23574.98,23400.61,23448.59,7064.29821,23318.267,23042.3396,53.785972343341165,
1659549600000,23448.59,23531.46,23352.08,23487.95,5454.11258,23364.129999999997,23044.776799999996,55.70147022177903,
1659553200000,23487.95,23541.85,23414.51,23462.0,4929.13101,23383.445,23050.556999999997,86.90003966679961,
1659556800000,23460.51,23486.48,23245.0,23322.38,4637.94587,23391.29,23060.523199999992,73.98032058403474,
