date,open,high,low,close,volume,
1.6585344E12,1535.27,1596.51,1488.0,1548.67,851284.7339,
1.6586208E12,1548.66,1664.34,1545.67,1597.7,1009935.8997,
1.6587072E12,1597.7,1609.55,1435.58,1440.79,1418390.9809,
1.6587936E12,1440.79,1454.11,1356.17,1449.12,1199643.7408,
1.65888E12,1449.12,1644.44,1420.83,1635.74,1513426.0413,
1.6589664E12,1635.74,1784.79,1593.27,1724.52,1578145.07555,
1.6590528E12,1724.52,1765.99,1655.02,1721.68,1205266.5703,
1.6591392E12,1721.68,1744.85,1673.01,1697.0,735132.5286,
1.6592256E12,1697.0,1754.69,1666.0,1678.12,696326.8079,
1.659312E12,1678.12,1704.68,1606.12,1630.28,801566.5648,
1.6593984E12,1630.28,1678.0,1559.28,1630.91,1081964.5104,
1.6594848E12,1630.91,1685.03,1589.71,1618.16,777724.7413,
1.6595712E12,1618.16,1662.79,1580.39,1607.96,735552.181,
1.6596576E12,1607.97,1742.07,1605.64,1736.81,1005846.4712,
1.659744E12,1736.81,1749.93,1685.26,1690.6,523314.6444,
1.6598304E12,1690.6,1729.79,1668.0,1700.19,439904.764,
1.6599168E12,1700.2,1818.0,1693.87,1777.05,781620.5443,
1.6600032E12,1777.05,1790.83,1667.93,1702.76,818171.1019,
1.6600896E12,1702.76,1885.0,1656.78,1853.57,1317767.5127,
1.660176E12,1853.58,1942.0,1850.32,1880.19,1105261.9009,
1.6602624E12,1880.19,1964.71,1853.06,1958.28,717628.1015,
1.6603488E12,1958.28,2020.0,1946.5,1983.55,695876.0293,
1.6604352E12,1983.55,2030.0,1906.0,1935.31,569583.4852,
1.6605216E12,1935.32,2012.47,1872.31,1899.06,949162.3305,
1.660608E12,1899.05,1915.0,1853.0,1876.67,622729.1499,
1.6606944E12,1876.67,1959.43,1818.74,1834.25,951824.8975,
1.6607808E12,1834.24,1882.37,1821.25,1846.39,606254.024,
1.6608672E12,1846.39,1848.0,1602.37,1609.01,1419826.9515,
1.6609536E12,1609.0,1657.08,1523.67,1576.04,914615.9226,
1.66104E12,1576.03,1646.52,1562.34,1618.13,780662.6062,
1.6611264E12,1618.13,1629.72,1529.92,1624.66,941192.8954,
1.6612128E12,1624.65,1676.07,1563.76,1665.41,940246.932,
1.6612992E12,1665.4,1694.13,1604.92,1656.56,744667.6078,
1.6613856E12,1656.56,1722.0,1653.68,1695.11,603090.713,
1.661472E12,1695.11,1706.45,1486.85,1508.18,1149912.8292,
1.6615584E12,1508.18,1518.42,1447.52,1491.06,756136.6768,
1.6616448E12,1491.06,1511.0,1424.0,1426.76,544846.4486,
1.6617312E12,1426.76,1559.99,1422.08,1551.8,826252.0831,
1.6618176E12,1551.79,1606.13,1473.61,1524.59,1003075.0172,
1.661904E12,1524.59,1619.78,1524.59,1554.1,949227.6775,
