date,open,high,low,close,volume,
1.6651872E12,19530.09,19627.38,19237.14,19417.96,102480.09842,
1.6652736E12,19416.52,19558.0,19316.04,19439.02,113900.82681,
1.66536E12,19439.96,19525.0,19020.25,19131.87,212509.09849,
1.6654464E12,19131.87,19268.09,18860.0,19060.0,243473.84286,
1.6655328E12,19060.0,19238.31,18965.88,19155.53,213826.26731,
1.6656192E12,19155.1,19513.79,18190.0,19375.13,399756.68337,
1.6657056E12,19375.58,19951.87,19070.37,19176.93,351634.32601,
1.665792E12,19176.93,19227.68,18975.18,19069.39,113847.64232,
1.6658784E12,19068.4,19425.84,19063.74,19262.98,131894.61885,
1.6659648E12,19262.98,19676.96,19152.03,19549.86,222813.87634,
1.6660512E12,19548.48,19706.66,19091.0,19327.44,260313.07848,
1.6661376E12,19327.44,19360.16,19065.97,19123.97,186137.29538,
1.666224E12,19123.35,19347.82,18900.0,19041.92,223530.13068,
1.6663104E12,19041.92,19250.0,18650.0,19164.37,269310.75769,
1.6663968E12,19164.37,19257.0,19112.72,19204.35,110403.90837,
1.6664832E12,19204.29,19695.0,19070.11,19570.4,167057.20184,
1.6665696E12,19570.4,19601.15,19157.0,19329.72,256168.14467,
1.666656E12,19330.6,20415.87,19237.0,20080.07,326370.67061,
1.6667424E12,20079.02,21020.0,20050.41,20771.59,380492.69576,
1.6668288E12,20771.61,20872.21,20200.0,20295.11,328643.57791,
1.6669152E12,20295.11,20750.0,20000.09,20591.84,287039.94569,
1.6670016E12,20591.84,21085.0,20554.01,20809.67,254881.77755,
1.667088E12,20809.68,20931.21,20515.0,20627.48,192795.60886,
1.6671744E12,20627.48,20845.92,20237.95,20490.74,303567.61628,
1.6672608E12,20490.74,20700.0,20330.74,20483.62,279932.43771,
1.6673472E12,20482.81,20800.0,20048.04,20151.84,373716.27299,
1.6674336E12,20151.84,20393.32,20031.24,20207.82,319185.1544,
1.66752E12,20207.12,21302.05,20180.96,21148.52,453694.39165,
1.6676064E12,21148.52,21480.65,21080.65,21299.37,245621.98525,
1.6676928E12,21299.37,21365.27,20886.13,20905.58,230036.97217,
1.6677792E12,20905.58,21069.77,20384.89,20591.13,386977.60337,
1.6678656E12,20590.67,20700.88,17166.83,18547.23,760705.362783,
1.667952E12,18545.38,18587.76,15588.0,15922.81,731926.929729,
1.6680384E12,15922.68,18199.0,15754.26,17601.15,608448.36432,
1.6681248E12,17602.45,17695.0,16361.6,17070.31,393552.86492,
1.6682112E12,17069.98,17119.1,16631.39,16812.08,167819.96035,
1.6682976E12,16813.16,16954.28,16229.0,16329.85,184960.78846,
1.668384E12,16331.78,17190.0,15815.21,16619.46,380210.7775,
1.6684704E12,16617.72,17134.69,16527.72,16900.57,282461.84391,
1.6685568E12,16900.57,17015.92,16378.61,16662.76,261493.40809,
1.6686432E12,16661.61,16751.0,16410.74,16692.56,228038.97873,
1.6687296E12,16692.56,17011.0,16546.04,16700.45,214224.18184,
1.668816E12,16699.43,16822.41,16553.53,16700.68,104963.15558,
1.6689024E12,16700.68,16753.33,16180.0,16280.23,154842.13478,
1.6689888E12,16279.5,16319.0,15476.0,15781.29,324096.997753,
1.6690752E12,15781.29,16315.0,15616.63,16226.94,239548.06623,
1.6691616E12,16227.96,16706.0,16160.2,16603.11,264927.70408,
1.669248E12,16603.11,16812.63,16458.05,16598.95,206565.92346,
1.6693344E12,16599.55,16666.0,16342.81,16522.14,182089.49533,
1.6694208E12,16521.35,16701.99,16385.0,16458.57,181804.81666,
1.6695072E12,16457.61,16600.0,16401.0,16428.78,162025.47607,
1.6695936E12,16428.77,16487.04,15995.27,16212.91,252695.40367,
1.66968E12,16212.18,16548.71,16100.0,16442.53,248106.25009,
1.6697664E12,16442.91,17249.0,16428.3,17163.64,303019.80719,
1.6698528E12,17165.53,17324.0,16855.01,16977.37,232818.18218,
1.6699392E12,16978.0,17105.73,16787.85,17092.74,202372.2062,
1.6700256E12,17092.13,17188.98,16858.74,16885.2,154542.57306,
1.670112E12,16885.2,17202.84,16878.25,17105.7,178619.13387,
1.6701984E12,17106.65,17424.25,16867.0,16966.35,233703.29225,
1.6702848E12,16966.35,17107.01,16906.37,17088.96,218730.76883,
1.6703712E12,17088.96,17142.21,16678.83,16836.64,220657.41334,
1.6704576E12,16836.64,17299.0,16733.49,17224.1,236417.97804,
1.670544E12,17224.1,17360.0,17058.21,17128.56,238422.06465,
1.6706304E12,17128.56,17227.72,17092.0,17127.49,140573.97937,
1.6707168E12,17127.49,17270.99,17071.0,17085.05,155286.47871,
1.6708032E12,17085.05,17241.89,16871.85,17209.83,226227.49694,
1.6708896E12,17208.93,18000.0,17080.14,17774.7,284462.9139,
1.670976E12,17775.82,18387.95,17660.94,17803.15,266681.22209,
1.6710624E12,17804.01,17854.82,17275.51,17356.34,223701.96882,
1.6711488E12,17356.96,17531.73,16527.32,16632.12,253379.04116,
1.6712352E12,16631.5,16796.82,16579.85,16776.52,144825.66684,
1.6713216E12,16777.54,16863.26,16663.07,16738.21,112619.31646,
1.671408E12,16739.0,16815.99,16256.3,16438.88,179094.28305,
1.6714944E12,16438.88,17061.27,16397.2,16895.56,248808.92324,
1.6715808E12,16896.15,16925.0,16723.0,16824.67,156810.96362,
1.6716672E12,16824.68,16868.52,16559.85,16821.43,176044.27235,
1.6717536E12,16821.9,16955.14,16731.13,16778.5,161612.00947,
1.67184E12,16778.52,16869.99,16776.62,16836.12,100224.29096,
1.6719264E12,16835.73,16857.96,16721.0,16832.11,125441.07202,
1.6720128E12,16832.11,16944.52,16791.0,16919.39,124564.00656,
1.6720992E12,16919.39,16972.83,16592.37,16706.36,173749.58616,
1.6721856E12,16706.06,16785.19,16465.33,16547.31,193037.56577,
1.672272E12,16547.32,16664.41,16488.91,16633.47,160998.47158,
1.6723584E12,16633.47,16677.35,16333.0,16607.48,164916.31174,
1.6724448E12,16607.48,16644.09,16470.0,16542.4,114490.42864,
1.6725312E12,16541.77,16628.0,16499.01,16616.75,96925.41374,
1.6726176E12,16617.17,16799.23,16548.7,16672.87,121888.57191,
1.672704E12,16672.78,16778.4,16605.28,16675.18,159541.53733,
1.6727904E12,16675.65,16991.87,16652.66,16850.36,220362.18862,
1.6728768E12,16850.36,16879.82,16753.0,16831.85,163473.56641,
1.6729632E12,16831.85,17041.0,16679.0,16950.65,207401.28415,
1.6730496E12,16950.31,16981.91,16908.0,16943.57,104526.5688,
1.673136E12,16943.83,17176.99,16911.0,17127.83,135155.89695,
1.6732224E12,17127.83,17398.8,17104.66,17178.26,266211.52723,
1.6733088E12,17179.04,17499.0,17146.34,17440.66,221382.42581,
1.6733952E12,17440.64,18000.0,17315.6,17943.26,262221.60653,
1.6734816E12,17943.26,19117.04,17892.05,18846.62,454568.32178,
1.673568E12,18846.62,20000.0,18714.12,19930.01,368615.87823,
1.6736544E12,19930.01,21258.0,19888.05,20954.92,393913.74951,
1.6737408E12,20952.76,21050.74,20551.01,20871.5,178542.22549,
1.6738272E12,20872.99,21474.05,20611.48,21185.65,293078.08262,
1.6739136E12,21185.65,21647.45,20841.31,21134.81,275407.74409,
1.674E12,21132.29,21650.0,20407.15,20677.47,350916.01949,
1.6740864E12,20677.47,21192.0,20659.19,21071.59,251385.84925,
1.6741728E12,21071.59,22755.93,20861.28,22667.21,338079.13659,
1.6742592E12,22666.0,23371.8,22422.0,22783.55,346445.48432,
1.6743456E12,22783.35,23078.71,22292.37,22707.88,253577.75286,
1.674432E12,22706.02,23180.0,22500.0,22916.45,293588.37938,
1.6745184E12,22917.81,23162.2,22462.93,22632.89,293158.78254,
1.6746048E12,22631.94,23816.73,22300.0,23060.94,346042.83223,
1.6746912E12,23060.42,23282.47,22850.01,23009.65,288924.43581,
1.6747776E12,23009.65,23500.0,22534.88,23074.16,280833.86315,
1.674864E12,23074.16,23189.0,22878.46,23022.6,148115.71085,
1.6749504E12,23021.4,23960.54,22967.76,23742.3,295688.79204,
1.6750368E12,23743.37,23800.51,22500.0,22826.15,302405.90121,
1.6751232E12,22827.38,23320.0,22714.77,23125.13,264649.34909,
1.6752096E12,23125.13,23812.66,22760.23,23732.66,310790.42271,
1.675296E12,23731.41,24255.0,23363.27,23488.94,364177.20751,
1.6753824E12,23489.33,23715.7,23204.62,23431.9,332571.02904,
1.6754688E12,23431.9,23587.78,23253.96,23326.84,166126.47295,
1.6755552E12,23327.66,23433.33,22743.0,22932.91,209251.33917,
1.6756416E12,22932.91,23158.25,22628.13,22762.52,265371.6069,
1.675728E12,22762.52,23350.25,22745.78,23240.46,308006.72482,
1.6758144E12,23242.42,23452.0,22665.85,22963.0,280056.30717,
1.6759008E12,22961.85,23011.39,21688.0,21796.35,402894.6955,
1.6759872E12,21797.83,21938.16,21451.0,21625.19,338591.94247,
1.6760736E12,21625.19,21906.32,21599.78,21862.55,177021.58433,
1.67616E12,21862.02,22090.0,21630.0,21783.54,204435.65163,
1.6762464E12,21782.37,21894.99,21351.07,21773.97,295730.76791,
1.6763328E12,21774.63,22319.08,21532.77,22199.84,361958.40109,
1.6764192E12,22199.84,24380.0,22047.28,24324.05,375669.16111,
1.6765056E12,24322.87,25250.0,23505.25,23517.72,450080.68366,
1.676592E12,23517.72,25021.11,23339.37,24569.97,496813.21376,
1.6766784E12,24568.24,24877.0,24430.0,24631.95,216917.25213,
1.6767648E12,24632.05,25192.0,24192.57,24271.76,300395.99542,
1.6768512E12,24272.51,25121.23,23840.83,24842.2,346938.56997,
1.6769376E12,24843.89,25250.0,24148.34,24452.16,376000.82868,
1.677024E12,24450.67,24476.05,23574.69,24182.21,379425.75365,
1.6771104E12,24182.21,24599.59,23608.0,23940.2,398400.45437,
1.6771968E12,23940.2,24132.35,22841.19,23185.29,343582.57453,
1.6772832E12,23184.04,23219.13,22722.0,23157.07,191311.8101,
1.6773696E12,23157.07,23689.99,23059.18,23554.85,202323.73623,
1.677456E12,23554.85,23897.99,23106.77,23492.09,283706.0859,
1.6775424E12,23492.09,23600.0,23020.97,23141.57,264140.99894,
1.6776288E12,23141.57,24000.0,23020.03,23628.97,315287.41737,
1.6777152E12,23629.76,23796.93,23195.9,23465.32,239315.45219,
1.6778016E12,23465.32,23476.95,21971.13,22354.34,319954.19785,
1.677888E12,22354.34,22410.0,22157.08,22346.57,121257.38132,
1.6779744E12,22346.57,22662.09,22189.22,22430.24,154841.75786,
1.6780608E12,22430.24,22602.19,22258.0,22410.0,203751.82957,
1.6781472E12,22409.41,22557.91,21927.0,22197.96,292519.80912,
1.6782336E12,22198.56,22287.0,21580.0,21705.44,301460.57272,
1.67832E12,21704.37,21834.99,20042.72,20362.22,443658.28584,
1.6784064E12,20362.21,20367.78,19549.09,20150.69,618456.4671,
1.6784928E12,20150.69,20686.51,19765.03,20455.73,427831.82133,
1.6785792E12,20455.73,22150.0,20270.6,21997.11,430944.94288,
1.6786656E12,21998.05,24500.0,21813.88,24113.48,687889.31259,
1.678752E12,24112.27,26386.87,23976.42,24670.41,699360.93423,
1.6788384E12,24670.41,25196.97,23896.95,24285.66,581450.72984,
1.6789248E12,24285.66,25167.4,24123.0,24998.78,439421.32998,
1.6790112E12,24998.78,27756.84,24890.0,27395.13,624460.68091,
1.6790976E12,27395.13,27724.85,26578.0,26907.49,371238.97174,
1.679184E12,26907.49,28390.1,26827.22,27972.87,372066.99054,
1.6792704E12,27972.87,28472.0,27124.47,27717.01,477378.23373,
1.6793568E12,27717.01,28438.55,27303.1,28105.47,420929.7422,
1.6794432E12,28107.81,28868.05,26601.8,27250.97,224113.41296,
1.6795296E12,27250.97,28750.0,27105.0,28295.41,128649.60818,
1.679616E12,28295.42,28374.3,27000.0,27454.47,86242.06544,
1.6797024E12,27454.46,27787.33,27156.09,27462.95,50844.08102,
1.6797888E12,27462.96,28194.4,27417.76,27968.05,49671.70353,
1.6798752E12,27968.05,28023.86,26508.14,27124.91,88039.46898,
1.6799616E12,27124.9,27520.0,26631.78,27261.07,78602.44341,
1.680048E12,27261.06,28650.0,27240.1,28348.6,89486.16008,
1.6801344E12,28348.6,29184.68,27686.0,28028.53,98865.43256,
1.6802208E12,28028.53,28656.69,27511.71,28465.36,78198.12139,
1.6803072E12,28465.36,28819.71,28220.27,28452.73,30238.44753,
1.6803936E12,28452.74,28530.0,27856.43,28171.87,37365.65692,
1.68048E12,28171.87,28500.99,27200.24,27800.0,79180.01405,
1.6805664E12,27800.0,28444.44,27662.79,28165.47,49722.55691,
1.6806528E12,28165.47,28775.0,27805.1,28170.01,60737.64732,
1.6807392E12,28170.01,28182.05,27711.0,28033.82,40118.94963,
1.6808256E12,28033.83,28100.0,27766.94,27906.33,24762.09387,
1.680912E12,27906.34,28154.99,27859.02,27938.38,19479.96735,
1.6809984E12,27938.38,28530.0,27800.0,28323.76,32531.16101,
1.6810848E12,28323.76,29770.0,28170.0,29637.34,67754.0622,
1.6811712E12,29637.35,30550.0,29590.0,30200.42,67990.07621,
1.6812576E12,30200.43,30486.0,29637.4,29888.07,62049.48451,
1.681344E12,29888.07,30595.0,29854.59,30373.84,51934.11731,
1.6814304E12,30373.84,31000.0,29966.0,30466.93,75984.19452,
1.6815168E12,30466.93,30595.6,30202.0,30295.09,25429.81247,
1.6816032E12,30295.1,30549.99,30120.0,30304.65,26431.99322,
1.6816896E12,30304.66,30316.06,29240.65,29430.27,56441.81127,
1.681776E12,29430.27,30485.0,29096.78,30380.01,62004.89434,
1.6818624E12,30380.01,30413.53,28520.0,28797.1,86575.48656,
1.6819488E12,28797.1,29088.3,28010.0,28243.65,76879.09372,
1.6820352E12,28243.65,28374.02,27125.0,27262.84,77684.7679,
1.6821216E12,27262.84,27882.72,27140.35,27816.85,36023.69686,
1.682208E12,27816.85,27816.85,27311.25,27590.6,34812.09581,
1.6822944E12,27590.59,28000.0,26942.82,27510.93,53111.56874,
1.6823808E12,27510.93,28399.99,27192.0,28300.79,52325.14637,
1.6824672E12,28300.8,30036.0,27235.0,28415.29,129228.40403,
1.6825536E12,28415.29,29890.0,28378.86,29472.77,95430.82431,
1.68264E12,29472.77,29599.54,28891.0,29311.7,54298.16578,
1.6827264E12,29311.69,29448.88,29031.0,29230.45,20466.83058,
1.6828128E12,29230.45,29969.39,29079.59,29233.21,39752.5372,
1.6828992E12,29233.2,29337.34,27666.95,28068.26,64433.65958,
1.6829856E12,28068.26,28879.88,27872.0,28669.86,50824.5224,
1.683072E12,28669.85,29266.66,28113.69,29026.16,64615.79213,
1.6831584E12,29026.16,29379.83,28663.64,28838.16,42575.47501,
1.6832448E12,28838.16,29677.0,28800.0,29505.61,58415.83048,
1.6833312E12,29505.6,29820.0,28300.0,28848.2,49249.28459,
1.6834176E12,28848.19,29138.29,28395.23,28430.1,30003.41028,
1.683504E12,28430.09,28631.01,27262.0,27668.79,68244.36179,
1.6835904E12,27668.8,27818.0,27353.0,27628.27,40113.31069,
1.6836768E12,27628.28,28331.42,26777.0,27598.75,71155.11355,
1.6837632E12,27598.74,27630.14,26702.05,26968.62,47635.31365,
1.6838496E12,26968.61,27091.12,25811.46,26795.01,67207.93494,
1.683936E12,26795.01,27045.45,26692.03,26775.28,22814.90421,
1.6840224E12,26775.27,27200.0,26560.53,26917.62,21594.8036,
1.6841088E12,26917.61,27663.59,26726.0,27162.14,40430.08333,
1.6841952E12,27162.15,27296.89,26852.11,27033.84,33270.45451,
1.6842816E12,27033.85,27500.0,26544.71,27405.61,42958.97785,
1.684368E12,27405.62,27485.33,26361.2,26821.28,49198.65143,
1.6844544E12,26821.28,27183.6,26630.0,26880.26,28754.13544,
1.6845408E12,26880.26,27150.0,26825.11,27102.43,14434.54718,
1.6846272E12,27102.42,27277.55,26666.03,26747.78,21347.87279,
1.6847136E12,26747.78,27099.89,26538.21,26849.27,26458.83828,
1.6848E12,26849.28,27495.83,26798.11,27219.61,38700.83858,
1.6848864E12,27219.61,27219.61,26080.5,26329.01,54393.0657,
1.6849728E12,26329.0,26631.98,25871.89,26473.79,37435.44895,
1.6850592E12,26473.8,26932.16,26327.24,26705.92,35061.18713,
1.6851456E12,26705.93,26895.0,26551.0,26854.27,15095.6867,
1.685232E12,26854.28,28261.32,26764.36,28065.0,43916.00855,
1.6853184E12,28065.01,28447.14,27524.6,27736.4,42385.41945,
1.6854048E12,27736.39,28038.59,27554.0,27694.4,32686.75371,
1.6854912E12,27694.39,27835.51,26839.01,27210.35,46588.80573,
1.6855776E12,27210.36,27350.0,26605.05,26817.93,39217.8088,
1.685664E12,26817.93,27300.0,26505.0,27242.59,36380.90269,
1.6857504E12,27242.59,27333.29,26914.93,27069.22,16595.34117,
1.6858368E12,27069.22,27455.02,26951.0,27115.21,19258.41049,
1.6859232E12,27115.2,27129.33,25388.0,25728.2,65805.60305,
1.6860096E12,25728.2,27355.33,25351.02,27230.08,68392.60438,
1.686096E12,27230.07,27391.77,26125.01,26339.34,59619.44364,
1.6861824E12,26339.34,26810.0,26210.0,26498.61,31075.51083,
1.6862688E12,26498.62,26783.33,26269.91,26477.81,27934.7097,
1.6863552E12,26477.8,26533.87,25358.0,25841.21,64944.60108,
1.6864416E12,25841.22,26206.88,25634.7,25925.55,30014.29595,
1.686528E12,25925.54,26106.48,25602.11,25905.19,29900.50893,
1.6866144E12,25905.2,26433.21,25712.57,25934.25,41065.60853,
1.6867008E12,25934.24,26098.0,24820.56,25128.6,45077.31608,
1.6867872E12,25128.6,25759.01,24800.0,25598.49,48664.86063,
1.6868736E12,25598.49,26518.0,25175.56,26345.0,51596.91662,
1.68696E12,26345.01,26839.99,26181.0,26516.99,27842.2195,
1.6870464E12,26516.99,26700.0,26255.85,26339.97,21538.31022,
1.6871328E12,26339.98,27068.09,26256.61,26844.35,35872.65974,
1.6872192E12,26844.35,28402.74,26652.0,28307.99,69666.95525,
1.6873056E12,28308.0,30800.0,28257.99,29993.89,108926.40412,
1.687392E12,29993.89,30500.0,29525.61,29884.92,59054.5646,
1.6874784E12,29884.92,31431.94,29800.0,30688.5,73931.89635,
1.6875648E12,30688.51,30800.0,30250.0,30527.43,30513.30135,
1.6876512E12,30527.44,31046.01,30277.49,30462.66,30223.44801,
1.6877376E12,30462.67,30666.0,29930.0,30267.99,45180.41489,
1.687824E12,30267.99,30994.97,30226.17,30692.44,42699.64157,
1.6879104E12,30692.44,30709.74,29858.8,30077.41,40463.51937,
1.6879968E12,30077.4,30843.98,30049.98,30447.31,36330.62903,
1.6880832E12,30447.31,31282.0,29500.0,30472.0,89419.07618,
1.6881696E12,30471.99,30661.6,30320.57,30585.9,17501.75075,
1.688256E12,30585.9,30791.0,30155.0,30617.03,23286.41019,
1.6883424E12,30617.02,31380.0,30570.27,31156.2,43761.64311,
1.6884288E12,31156.2,31350.69,30620.0,30766.51,33206.11943,
1.6885152E12,30766.52,30878.07,30200.0,30504.81,33215.67122,
1.6886016E12,30504.8,31500.0,29850.45,29895.43,71319.6261,
1.688688E12,29895.42,30449.0,29701.02,30344.7,34070.53895,
1.6887744E12,30344.7,30386.81,30044.47,30284.63,13094.59042,
1.6888608E12,30284.63,30445.52,30061.12,30160.71,15388.50196,
1.6889472E12,30160.71,31045.78,29950.0,30411.57,41262.87652,
1.6890336E12,30411.57,30813.63,30300.0,30622.1,28476.83311,
1.68912E12,30622.1,30983.25,30210.0,30380.0,38108.99669,
1.6892064E12,30380.0,31804.2,30251.0,31454.23,70772.51836,
1.6892928E12,31454.23,31630.0,29900.0,30312.01,60749.48424,
1.6893792E12,30312.0,30390.9,30200.0,30289.52,14118.55329,
1.6894656E12,30289.52,30441.46,30064.29,30231.99,15760.1281,
1.689552E12,30232.0,30336.96,29659.2,30138.0,30882.76839,
1.6896384E12,30138.01,30239.78,29512.0,29859.13,30003.8601,
1.6897248E12,29859.14,30189.09,29761.96,29909.21,25657.36137,
1.6898112E12,29909.21,30417.46,29570.96,29800.0,37540.68193,
1.6898976E12,29800.0,30061.7,29726.34,29901.72,23881.40865,
1.689984E12,29901.72,29999.0,29828.77,29851.18,8262.74539,
